Row ID,Year,Department Title,Payroll Department,Record Number,Job Class Title,Employment Type,Hourly or Event Rate,Projected Annual Salary,Q1 Payments,Q2 Payments,Q3 Payments,,,,,,
117588,2015,Airports (LAWA),0101,1721450985,Airport Guide I,Part Time,$19.67 ,"$41,070.96 ","$8,427.15 ","$9,415.56 ","$9,376.22 ",,,,,,
77195,2014,Police (LAPD),4301,2335785099,Police Detective II,Full Time,$56.24 ,"$117,431.21 ","$28,590.13 ","$30,780.03 ","$31,350.17 ",,,,,,
77452,2014,Police (LAPD),4301,1219395375,Police Detective I,Full Time,$49.11 ,"$102,541.68 ","$30,224.04 ","$31,484.03 ","$29,368.41 ",,,,,,
105258,2014,Water And Power (DWP),,3731892252,Electrical Engineering Associate,Full Time,,"$120,582.00 ","$34,252.44 ","$37,930.69 ","$36,558.00 ",,,,,,
28525,2013,Police (LAPD),4301,2563014231,Police Officer II,Full Time,$40.91 ,"$85,420.08 ","$19,230.75 ","$22,461.60 ","$20,441.00 ",,,,,,
87572,2014,Police (LAPD),4302,192546364,Clerk Typist,Full Time,$27.79 ,"$58,030.48 ","$13,527.39 ","$15,863.73 ","$13,640.34 ",,,,,,
71922,2014,Housing And Community Investment Department,3906,2070087037,Assistant Inspector II,Full Time,$24.21 ,"$50,550.48 ",$0.00 ,"$9,796.00 ","$11,620.80 ",,,,,,
37818,2013,Public Works - Street Services,7411,1543891163,Motor Sweeper Operator,Full Time,$35.85 ,"$74,862.11 ","$19,230.15 ","$21,187.49 ","$8,994.86 ",,,,,,
29157,2013,Police (LAPD),4301,17068125,Police Officer II,Full Time,$38.75 ,"$80,910.00 ","$17,980.84 ","$21,067.20 ","$19,233.08 ",,,,,,
30831,2013,Police (LAPD),4302,3198323965,Senior Clerk Typist,Full Time,$29.35 ,"$61,273.14 ","$13,994.10 ","$16,301.45 ","$14,195.50 ",,,,,,
117596,2015,Airports (LAWA),0101,3862131847,Airport Guide I,Part Time,$19.67 ,"$41,070.96 ","$8,348.67 ","$9,415.56 ","$9,348.19 ",,,,,,
117598,2015,Airports (LAWA),0101,2874353054,Airport Guide I,Part Time,$19.67 ,"$41,070.96 ","$8,211.33 ","$9,415.56 ","$9,454.90 ",,,,,,
117599,2015,Airports (LAWA),0101,2859842505,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ","$8,147.60 ","$9,493.60 ","$9,512.24 ",,,,,,
1141,2013,Airports (LAWA),0101,480690987,Environmental Specialist III,Full Time,$48.11 ,"$100,453.68 ","$21,166.61 ","$25,294.48 ","$20,896.93 ",,,,,,
1202,2013,Airports (LAWA),0101,1611040446,Airport Police Officer II,Full Time,$38.40 ,"$80,179.20 ","$21,106.93 ","$23,690.31 ","$19,828.81 ",,,,,,
11986,2013,General Services,3371,557843724,Wastewater Treatment Laboratory Manager II,Full Time,$68.22 ,"$142,434.49 ","$32,176.38 ","$37,539.11 ","$32,649.03 ",,,,,,
20307,2013,Police (LAPD),4302,1733473273,Senior Management Analyst II,Full Time,$61.05 ,"$127,472.40 ","$28,390.80 ","$32,240.40 ","$29,232.00 ",,,,,,
21101,2013,Police (LAPD),4301,3886543274,Police Sergeant II,Full Time,$56.12 ,"$117,178.56 ","$26,312.40 ","$30,811.20 ","$27,960.10 ",,,,,,
28341,2013,Police (LAPD),4302,96794435,Management Analyst II,Full Time,$41.73 ,"$87,132.24 ","$19,882.80 ","$23,121.60 ","$20,130.80 ",,,,,,
86719,2014,Police (LAPD),4301,3997684060,Police Officer II,Full Time,$37.08 ,"$77,423.04 ","$13,265.20 ","$15,970.40 ","$16,789.49 ",,,,,,
49549,2013,Water And Power (DWP),,102439684,Security Officer,Full Time,,"$63,078.48 ","$31,789.51 ","$33,654.55 ","$30,029.78 ",,,,,,
13498,2013,Harbor (Port of LA),3201,1860338987,Chief Financial Officer,Full Time,$90.62 ,"$189,204.64 ","$44,119.62 ","$51,472.89 ","$44,744.37 ",,,,,,
104226,2014,Water And Power (DWP),,1696682210,Electric Distribution Mechanic,Full Time,,"$117,679.68 ","$38,593.21 ","$43,492.41 ","$39,711.87 ",,,,,,
100110,2014,Recreation And Parks,7903,249842412,Recreation Assistant,Part Time,$14.79 ,"$30,881.52 ",$0.00 ,$73.95 ,"$2,432.97 ",,,,,,
117608,2015,Airports (LAWA),0101,1078646122,Airport Guide I,Part Time,$19.67 ,"$41,070.96 ","$8,427.15 ","$9,322.54 ","$9,159.85 ",,,,,,
117610,2015,Airports (LAWA),0101,1808480487,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ","$8,352.30 ","$9,083.52 ","$9,046.24 ",,,,,,
117611,2015,Airports (LAWA),0101,1485575483,Airport Guide I,Part Time,$19.67 ,"$41,070.96 ","$7,643.65 ","$9,395.89 ","$9,258.20 ",,,,,,
84626,2014,Police (LAPD),4301,2666046443,Police Officer II,Full Time,$43.62 ,"$91,078.56 ","$20,597.60 ","$24,427.20 ","$21,759.40 ",,,,,,
21661,2013,Police (LAPD),4301,1618941028,Police Officer III,Full Time,$52.44 ,"$109,494.72 ","$24,574.00 ","$30,133.25 ","$27,356.08 ",,,,,,
109259,2014,Water And Power (DWP),,3202713025,Equipment Mechanic,Full Time,,"$89,951.04 ","$24,695.18 ","$24,128.16 ","$25,847.46 ",,,,,,
68385,2014,Fire (LAFD),3002,1477819842,Executive Administrative Assistant II,Full Time,$40.44 ,"$84,443.42 ","$19,210.90 ","$22,647.66 ","$19,412.28 ",,,,,,
65849,2014,Fire (LAFD),3001,1747403559,Engineer of Fire Department,Full Time,$36.30 ,"$75,790.67 ","$38,244.91 ","$57,008.39 ","$39,188.28 ",,,,,,
48108,2013,Water And Power (DWP),,2807858138,Electrical Mechanic,Full Time,,"$104,546.16 ","$33,804.84 ","$52,842.52 ","$26,713.10 ",,,,,,
94997,2014,Recreation And Parks,7901,3739938109,Gardener Caretaker,Full Time,$26.42 ,"$55,173.05 ","$13,639.73 ","$15,748.64 ","$17,598.30 ",,,,,,
80859,2014,Police (LAPD),4301,4036656805,Police Officer III,Full Time,$49.79 ,"$103,961.52 ","$23,922.98 ","$27,882.40 ","$26,470.18 ",,,,,,
117614,2015,Airports (LAWA),0101,3550325562,Airport Guide I,Part Time,$20.70 ,"$43,221.60 ","$9,177.06 ","$9,980.40 ","$8,800.50 ",,,,,,
117615,2015,Airports (LAWA),0101,1296735817,Airport Guide I,Part Time,$19.67 ,"$41,070.96 ","$8,120.75 ","$9,425.40 ","$9,218.86 ",,,,,,
117618,2015,Airports (LAWA),0101,2086620786,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ","$7,960.36 ","$9,082.64 ","$8,894.38 ",,,,,,
117619,2015,Airports (LAWA),0101,4162845640,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ","$7,869.81 ","$9,064.00 ","$8,993.17 ",,,,,,
117620,2015,Airports (LAWA),0101,431007490,Airport Guide I,Part Time,$20.70 ,"$43,221.60 ","$9,063.54 ","$10,063.20 ","$9,462.90 ",,,,,,
266359,2016,Recreation And Parks,7903,1885549131,Locker Room Attendant,Part Time,$15.00 ,"$31,320.00 ",$0.00 ,$90.00 ,$0.00 ,,,,,,
25481,2013,Police (LAPD),4301,3148160878,Police Officer II,Full Time,$46.37 ,"$96,815.34 ","$21,747.70 ","$25,476.43 ","$23,046.25 ",,,,,,
89225,2014,Public Works - Contract Administration,6001,1852801925,Construction Inspector,Full Time,$41.91 ,"$87,511.73 ","$19,803.90 ","$23,703.46 ","$20,531.78 ",,,,,,
266360,2016,Recreation And Parks,7903,2568803343,Locker Room Attendant,Part Time,$15.00 ,"$31,320.00 ",$0.00 ,$165.00 ,$0.00 ,,,,,,
66853,2014,Fire (LAFD),3001,1499455343,Engineer of Fire Department,Full Time,$36.30 ,"$75,790.67 ","$33,099.14 ","$42,634.34 ","$35,142.10 ",,,,,,
86730,2014,Police (LAPD),4302,429974189,Senior Clerk Typist,Full Time,$30.92 ,"$64,553.13 ","$16,783.66 ","$18,425.65 ","$15,139.80 ",,,,,,
266361,2016,Recreation And Parks,7903,3847406206,Locker Room Attendant,Part Time,$15.00 ,"$31,320.00 ",$0.00 ,$517.50 ,$0.00 ,,,,,,
90890,2014,Public Works - Sanitation,7031,3409083148,Refuse Collection Truck Operator II,Full Time,$35.30 ,"$73,707.18 ","$20,324.58 ","$24,176.03 ","$20,468.91 ",,,,,,
36511,2013,Public Works - Sanitation,7026,1630054570,Public Relations Specialist II,Full Time,$33.36 ,"$69,655.68 ","$15,545.76 ",$16.68 ,$0.00 ,,,,,,
34228,2013,Public Works - Sanitation,7031,3089991639,Refuse Collection Supervisor,Full Time,$46.75 ,"$97,616.61 ","$26,592.07 ","$26,834.66 ","$23,498.52 ",,,,,,
82048,2014,Police (LAPD),4301,572975150,Police Officer II,Full Time,$47.11 ,"$98,365.68 ","$25,597.50 ","$26,381.60 ","$23,817.80 ",,,,,,
33313,2013,Public Works - Engineering,6201,925635298,Civil Engineer,Full Time,$55.21 ,"$115,278.48 ","$25,339.20 ","$29,562.40 ","$26,307.20 ",,,,,,
113220,2014,Water And Power (DWP),,1407405547,Commercial Service Representative,Full Time,,"$53,598.96 ",$0.00 ,$0.00 ,"$8,318.31 ",,,,,,
110103,2014,Water And Power (DWP),,964375385,Warehouse & Toolroom Worker,Full Time,,"$71,451.36 ","$23,050.92 ","$22,994.90 ","$22,769.54 ",,,,,,
52817,2013,Water And Power (DWP),,1678030459,Workers Compensation Analyst,Full Time,,"$93,772.08 ","$22,460.09 ","$25,249.60 ","$21,606.80 ",,,,,,
68794,2014,General Services,3332,2207792541,Senior Management Analyst I,Full Time,$50.64 ,"$105,736.32 ","$25,953.32 ","$27,752.40 ","$24,703.93 ",,,,,,
95080,2014,Recreation And Parks,7901,2370294497,Mechanical Repairer II,Full Time,$37.39 ,"$78,069.28 ","$13,187.19 ","$15,579.34 ","$13,353.72 ",,,,,,
105065,2014,Water And Power (DWP),,3704640365,Electrical Craft Helper,Full Time,,"$74,875.68 ","$31,756.18 ","$34,187.03 ","$40,598.39 ",,,,,,
103134,2014,Transportation (LADOT),8502,2044941921,Crossing Guard,Part Time,$15.86 ,"$33,115.68 ","$3,302.06 ",$0.00 ,$0.00 ,,,,,,
117630,2015,Airports (LAWA),0101,3503610064,Airport Guide II,Part Time,$20.67 ,"$43,158.96 ","$7,549.83 ","$8,839.73 ","$8,684.70 ",,,,,,
66470,2014,Fire (LAFD),3001,393412490,Firefighter III,Full Time,$34.34 ,"$71,700.43 ","$41,563.96 ","$37,241.73 ","$34,135.74 ",,,,,,
30063,2013,Police (LAPD),4301,2658121275,Police Officer II,Full Time,$32.94 ,"$68,778.72 ","$14,959.26 ","$17,940.93 ","$17,009.16 ",,,,,,
55557,2013,Water And Power (DWP),,3756222758,Custodian,Full Time,,"$54,496.80 ","$15,445.88 ","$16,677.78 ","$15,314.04 ",,,,,,
18488,2013,Office of the Chief Legislative Analyst (CLA),2802,3325899829,Legislative Analyst III,Full Time,$56.98 ,"$118,966.41 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
51675,2013,Water And Power (DWP),,787900847,Maintenance Construction Helper,Full Time,,"$81,223.20 ","$26,343.15 ","$30,388.89 ","$22,284.11 ",,,,,,
37827,2013,Public Works - Street Services,7402,3060472783,Maintenance Laborer,Full Time,$23.68 ,"$49,451.93 ","$11,320.98 ","$13,032.81 ","$11,335.38 ",,,,,,
105890,2014,Water And Power (DWP),,1265237092,Equipment Operator,Full Time,,"$92,059.92 ","$29,987.65 ","$38,336.21 ","$35,570.54 ",,,,,,
113537,2014,Water And Power (DWP),,506916160,Utility Pre-craft Trainee,Full Time,,"$33,408.00 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
117631,2015,Airports (LAWA),0101,3378515684,Airport Information Specialist I,Part Time,$27.75 ,"$57,942.00 ","$7,353.75 ","$8,796.75 ","$8,907.75 ",,,,,,
117632,2015,Airports (LAWA),0101,1210978061,Airport Guide I,Part Time,$19.67 ,"$41,070.96 ","$8,923.82 ","$9,572.92 ","$8,662.20 ",,,,,,
35746,2013,Public Works - Sanitation,7006,3305787148,Senior Clerk Typist,Full Time,$29.35 ,"$61,273.14 ","$13,844.10 ","$16,151.45 ","$14,045.50 ",,,,,,
48078,2013,Water And Power (DWP),,663602051,Utility Administrator,Full Time,,"$143,069.76 ","$38,421.20 ","$38,506.20 ","$32,959.60 ",,,,,,
15483,2013,Information Technology Agency,2701,3200098939,Programmer Analyst V,Full Time,$54.43 ,"$113,649.84 ","$25,143.60 ","$29,201.20 ","$26,012.60 ",,,,,,
31630,2013,Police (LAPD),4302,642975987,Clerk Typist,Full Time,$25.73 ,"$53,717.72 ","$12,130.24 ","$14,157.85 ","$12,308.85 ",,,,,,
65287,2014,Fire (LAFD),3001,357022098,Fire Battalion Chief,Full Time,$76.00 ,"$158,682.78 ","$51,776.09 ","$70,194.29 ","$49,116.86 ",,,,,,
78079,2014,Police (LAPD),4301,2195434252,Police Officer III,Full Time,$53.47 ,"$111,645.36 ","$28,697.82 ","$30,905.66 ","$26,870.60 ",,,,,,
61440,2014,Building and Safety,0408,784093268,Senior Systems Analyst I,Full Time,$50.72 ,"$105,903.36 ","$33,875.87 ","$33,712.62 ","$29,141.05 ",,,,,,
63178,2014,City Attorney,1201,1187411186,Witness Service Coordinator,Full Time,$31.72 ,"$66,225.62 ","$15,069.57 ","$16,080.65 ","$15,224.28 ",,,,,,
83571,2014,Police (LAPD),4301,629759883,Police Officer II,Full Time,$45.95 ,"$95,943.60 ","$21,651.00 ","$26,283.40 ","$23,218.85 ",,,,,,
13138,2013,General Services,3321,3778240459,Materials Testing Technician I,Full Time,$24.27 ,"$50,675.76 ",$0.00 ,"$14,709.27 ","$13,593.57 ",,,,,,
104885,2014,Water And Power (DWP),,1812935758,Chemist,Full Time,,"$123,881.04 ","$36,949.42 ","$39,541.43 ","$37,284.48 ",,,,,,
79445,2014,Police (LAPD),4301,1212536333,Police Officer III,Full Time,$53.47 ,"$111,645.36 ","$25,212.40 ","$30,023.41 ","$27,512.24 ",,,,,,
113489,2014,Water And Power (DWP),,3844006002,Electric Station Operator,Full Time,,"$66,189.60 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
91064,2014,Public Works - Sanitation,7031,1387285257,Refuse Collection Truck Operator II,Full Time,$35.30 ,"$73,707.18 ","$19,772.34 ","$23,728.51 ","$20,047.51 ",,,,,,
91954,2014,Public Works - Sanitation,7030,2707324877,Maintenance Laborer,Full Time,$26.94 ,"$56,257.77 ","$13,947.07 ","$15,531.41 ","$14,285.49 ",,,,,,
27256,2013,Police (LAPD),4301,2384728936,Police Officer III,Full Time,$45.47 ,"$94,941.36 ","$19,803.53 ","$23,485.58 ","$21,943.25 ",,,,,,
93733,2014,Public Works - Street Services,7412,189613007,Cement Finisher,Full Time,$36.13 ,"$75,447.53 ","$17,168.02 ","$21,784.60 ","$19,439.49 ",,,,,,
11572,2013,Fire (LAFD),3001,2561788740,Firefighter III,Full Time,$32.52 ,"$67,893.56 ","$22,061.14 ","$25,247.60 ","$22,889.40 ",,,,,,
10352,2013,Fire (LAFD),3002,1146988690,Senior Personnel Analyst II,Full Time,$63.54 ,"$132,671.52 ","$32,322.23 ","$35,050.40 ","$30,423.20 ",,,,,,
105633,2014,Water And Power (DWP),,4221485971,Electric Distribution Mechanic,Full Time,,"$104,587.92 ","$34,051.00 ","$34,058.50 ","$34,940.03 ",,,,,,
56645,2013,Water And Power (DWP),,3646201477,Principal Communication Operator,Full Time,,"$76,212.00 ","$11,544.40 ",$0.00 ,$0.00 ,,,,,,
79198,2014,Police (LAPD),4301,1223663970,Police Detective I,Full Time,$51.85 ,"$108,262.80 ","$25,046.67 ","$30,119.30 ","$28,201.82 ",,,,,,
117666,2015,Airports (LAWA),0101,3946195916,Airport Guide I,Part Time,$19.15 ,"$39,985.20 ","$3,481.96 ","$9,157.20 ","$9,847.77 ",,,,,,
111305,2014,Water And Power (DWP),,353535934,Clerk Typist,Full Time,,"$57,795.84 ","$19,854.12 ","$20,971.76 ","$19,240.72 ",,,,,,
60087,2014,Airports (LAWA),0101,1865534999,Delivery Driver II,Full Time,$26.55 ,"$55,444.23 ","$12,718.55 ","$15,649.92 ","$12,966.14 ",,,,,,
74901,2014,Personnel,2001,2335195158,Correctional Nurse II,Full Time,$44.73 ,"$93,393.89 ","$21,743.78 ","$25,559.17 ","$28,481.04 ",,,,,,
102276,2014,Transportation (LADOT),8501,4235923184,Traffic Officer II,Full Time,$30.47 ,"$63,626.32 ","$15,048.11 ","$17,529.53 ","$15,046.74 ",,,,,,
54278,2013,Water And Power (DWP),,3802270390,Senior Clerk Typist,Full Time,,"$70,386.48 ","$19,174.63 ","$19,234.58 ","$16,300.80 ",,,,,,
38946,2013,Recreation And Parks,7901,2890441273,Child Care Associate II,Full Time,$25.31 ,"$52,850.93 ","$12,241.50 ","$14,231.75 ","$12,642.76 ",,,,,,
37248,2013,Public Works - Street Services,7412,588408687,Cement Finisher,Full Time,$34.30 ,"$71,614.22 ","$21,393.51 ","$25,652.72 ","$20,353.01 ",,,,,,
14355,2013,Harbor (Port of LA),3201,1884971717,Maintenance Laborer,Full Time,$23.68 ,"$49,451.93 ","$11,432.72 ","$12,051.04 ","$11,641.41 ",,,,,,
34269,2013,Public Works - Sanitation,7007,2738200947,Environmental Engineering Associate III,Full Time,$50.79 ,"$106,049.52 ","$23,634.17 ","$27,204.80 ","$24,202.40 ",,,,,,
26425,2013,Police (LAPD),4301,4294307257,Police Officer II,Full Time,$47.54 ,"$99,261.17 ","$20,484.37 ","$23,297.20 ","$23,433.25 ",,,,,,
59071,2014,Airports (LAWA),0101,3694832740,Senior Security Officer,Full Time,$36.12 ,"$75,416.21 ","$9,456.92 ","$28,186.76 ","$28,293.82 ",,,,,,
20613,2013,Police (LAPD),4301,886756926,Police Detective III,Full Time,$58.10 ,"$121,312.80 ","$27,246.40 ","$31,892.00 ","$28,589.00 ",,,,,,
117678,2015,Airports (LAWA),0101,1362166122,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ","$7,997.56 ","$8,914.88 ","$8,392.96 ",,,,,,
63154,2014,City Attorney,1201,1280142869,Witness Service Coordinator,Full Time,$31.72 ,"$66,225.62 ","$15,069.57 ","$17,761.66 ","$15,224.28 ",,,,,,
69079,2014,General Services,3351,1229779260,Equipment Specialist I,Full Time,$41.40 ,"$86,443.20 ","$20,804.79 ","$23,308.48 ","$21,755.70 ",,,,,,
7825,2013,Council District 12 (CD 12),2802,4024327393,Council Aide II,Full Time,$17.57 ,"$36,686.68 ",$0.00 ,"$7,541.50 ","$7,764.57 ",,,,,,
93332,2014,Public Works - Street Services,7401,561180320,Street Services Supervisor I,Full Time,$48.53 ,"$101,320.46 ","$23,835.48 ","$30,303.94 ","$29,479.02 ",,,,,,
33161,2013,Public Works - Engineering,6201,2839867630,Deputy City Engineer I,Full Time,$98.72 ,"$206,134.93 ","$49,900.97 ","$54,479.73 ","$47,400.84 ",,,,,,
52689,2013,Water And Power (DWP),,4028553327,Water Utility Worker,Full Time,,"$78,383.52 ","$21,933.20 ","$26,499.85 ","$22,787.24 ",,,,,,
84607,2014,Police (LAPD),4302,3502353562,Police Service Representative II,Full Time,$44.24 ,"$92,376.77 ","$21,493.09 ","$23,821.65 ","$21,301.71 ",,,,,,
38992,2013,Recreation And Parks,7901,3016575391,Gardener Caretaker,Full Time,$25.08 ,"$52,369.65 ","$12,272.63 ","$14,093.79 ","$12,680.85 ",,,,,,
94553,2014,Recreation And Parks,7901,3142646936,Senior Recreation Director I,Full Time,$35.13 ,"$73,351.96 ","$18,353.18 ","$19,839.82 ","$16,862.52 ",,,,,,
59699,2014,Airports (LAWA),0101,1205913252,Senior Clerk Typist,Full Time,$30.92 ,"$64,553.13 ","$14,685.86 ","$17,313.10 ","$14,839.80 ",,,,,,
117697,2015,Airports (LAWA),0101,85868468,Administrative Clerk,Part Time,$100.49 ,"$209,823.12 ","$9,021.20 ","$10,291.34 ","$9,126.04 ",,,,,,
117705,2015,Airports (LAWA),0101,1656544372,Airport Guide I,Part Time,$19.67 ,"$41,070.96 ","$6,837.60 ","$8,514.12 ","$5,324.64 ",,,,,,
22165,2013,Police (LAPD),4301,2896313661,Police Detective I,Full Time,$52.21 ,"$109,023.62 ","$24,481.23 ","$28,664.79 ","$28,379.84 ",,,,,,
3616,2013,Airports (LAWA),0101,1954981901,Heavy Duty Truck Operator,Full Time,$29.91 ,"$62,451.30 ","$3,282.58 ",$0.00 ,$0.00 ,,,,,,
105282,2014,Water And Power (DWP),,1493491650,Programmer Analyst,Full Time,,"$131,731.92 ","$35,380.40 ","$36,652.81 ","$37,553.62 ",,,,,,
68655,2014,Fire (LAFD),3002,557938289,Emergency Medical Services Educator,Full Time,$46.24 ,"$96,549.12 ",$0.00 ,"$7,305.92 ",$0.00 ,,,,,,
1244,2013,Airports (LAWA),0101,3735918754,Bus Operator Supervisor,Full Time,$32.34 ,"$67,517.05 ","$21,697.26 ","$23,131.18 ","$19,280.32 ",,,,,,
25748,2013,Police (LAPD),4301,132084100,Police Officer II,Full Time,$45.16 ,"$94,294.08 ","$21,275.04 ","$24,903.20 ","$22,910.51 ",,,,,,
69276,2014,General Services,3351,1064611352,Auto Body Builder and Repairer,Full Time,$37.94 ,"$79,217.68 ","$18,145.04 ","$20,857.22 ","$18,504.98 ",,,,,,
66145,2014,Fire (LAFD),3001,2247964320,Engineer of Fire Department,Full Time,$39.56 ,"$82,599.04 ","$33,355.94 ","$51,071.23 ","$37,468.52 ",,,,,,
33307,2013,Public Works - Engineering,6201,3246050016,Civil Engineer,Full Time,$55.21 ,"$115,278.48 ","$25,450.43 ","$29,690.09 ","$26,307.20 ",,,,,,
38606,2013,Recreation And Parks,7904,4279437074,Senior Gardener,Full Time,$28.29 ,"$59,073.44 ","$15,406.76 ","$17,053.79 ","$13,537.60 ",,,,,,
30994,2013,Police (LAPD),4302,878895358,Storekeeper II,Full Time,$29.35 ,"$61,273.14 ","$13,994.10 ","$15,978.40 ","$13,957.47 ",,,,,,
78596,2014,Police (LAPD),4301,2287008442,Police Officer II,Full Time,$53.40 ,"$111,499.20 ","$25,807.24 ","$27,389.43 ","$26,478.86 ",,,,,,
117721,2015,Airports (LAWA),0101,718082730,Airport Guide II,Part Time,$19.59 ,"$40,903.92 ","$5,794.57 ","$6,701.85 ","$6,870.60 ",,,,,,
228459,2016,Airports (LAWA),0101,3714039298,Accountant II,Full Time,$35.52 ,"$74,165.76 ","$20,941.20 ","$18,503.66 ",$0.00 ,,,,,,
228460,2016,Airports (LAWA),0101,1075055554,Accountant II,Full Time,$25.65 ,"$53,557.20 ","$14,887.14 ","$13,012.14 ",$0.00 ,,,,,,
228461,2016,Airports (LAWA),0101,2237027583,Accountant II,Full Time,$35.52 ,"$74,165.76 ","$20,191.20 ","$17,903.66 ",$0.00 ,,,,,,
29508,2013,Police (LAPD),4301,829161539,Police Officer II,Full Time,$37.26 ,"$77,798.88 ","$17,039.40 ","$20,410.50 ","$18,702.60 ",,,,,,
228462,2016,Airports (LAWA),0101,1670687193,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$26,552.22 ","$23,226.85 ",$0.00 ,,,,,,
228463,2016,Airports (LAWA),0101,133227109,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ",$0.00 ,"$1,919.71 ",$0.00 ,,,,,,
56547,2013,Water And Power (DWP),,717733709,Construction Reinforcing Steel Worker,Full Time,,"$68,904.00 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
38163,2013,Recreation And Parks,7901,2713974733,Painter,Full Time,$35.81 ,"$74,767.89 ","$17,581.18 ","$20,570.70 ","$17,767.58 ",,,,,,
228464,2016,Airports (LAWA),0101,2531844640,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$16,831.40 ","$14,139.36 ",$0.00 ,,,,,,
103681,2014,Water And Power (DWP),,411488655,Machinist,Full Time,,"$104,546.16 ","$55,737.30 ","$52,838.13 ","$44,021.04 ",,,,,,
16370,2013,Library,3501,979626205,Clerk Typist,Full Time,$23.77 ,"$49,623.67 ","$11,210.46 ","$13,078.87 ","$11,374.86 ",,,,,,
54936,2013,Water And Power (DWP),,802717050,Senior Clerk Typist,Full Time,,"$70,386.48 ","$18,927.60 ","$19,435.15 ","$16,260.80 ",,,,,,
228465,2016,Airports (LAWA),0101,3019649581,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$19,899.84 ","$15,710.40 ",$0.00 ,,,,,,
228466,2016,Airports (LAWA),0101,2007000938,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$18,328.80 ","$15,710.40 ",$0.00 ,,,,,,
228467,2016,Airports (LAWA),0101,810452018,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$18,328.80 ","$15,317.65 ",$0.00 ,,,,,,
93988,2014,Public Works - Street Services,7401,3611172412,Street Services Worker I,Full Time,$27.82 ,"$58,088.68 ","$13,334.40 ","$15,544.88 ","$12,895.31 ",,,,,,
66076,2014,Fire (LAFD),3001,1618476615,Fire Captain III,Full Time,$45.68 ,"$95,388.04 ","$39,189.72 ","$55,851.34 ","$34,878.10 ",,,,,,
38142,2013,Recreation And Parks,7901,2421952643,Carpenter,Full Time,$37.36 ,"$78,007.42 ","$17,654.37 ","$20,559.07 ","$17,880.96 ",,,,,,
117735,2015,Airports (LAWA),0101,1110596492,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ","$4,933.70 ","$6,452.58 ","$5,902.70 ",,,,,,
117738,2015,Airports (LAWA),0101,4139622313,Airport Guide I,Part Time,$19.67 ,"$41,070.96 ","$8,348.87 ","$9,451.95 ","$5,427.10 ",,,,,,
30968,2013,Police (LAPD),4302,2421246462,Management Aide,Full Time,$29.66 ,"$61,930.08 ","$13,499.64 ","$16,158.66 ","$14,201.60 ",,,,,,
2019,2013,Airports (LAWA),0101,2575962498,City Planner,Full Time,$46.56 ,"$97,217.28 ","$20,354.60 ","$23,956.80 ","$21,072.37 ",,,,,,
9343,2013,Fire (LAFD),3001,2237308685,Firefighter III,Full Time,$38.79 ,"$80,995.76 ","$42,189.27 ","$46,858.14 ","$31,507.07 ",,,,,,
82629,2014,Police (LAPD),4301,4121806277,Police Officer III,Full Time,$47.28 ,"$98,720.64 ","$22,770.90 ","$26,568.00 ","$24,469.40 ",,,,,,
80418,2014,Police (LAPD),4301,958056651,Police Officer II,Full Time,$44.89 ,"$93,730.32 ","$25,538.57 ","$25,542.41 ","$25,561.88 ",,,,,,
48511,2013,Water And Power (DWP),,1991250816,Senior Communication Electrician,Full Time,,"$117,992.88 ","$31,871.18 ","$38,938.18 ","$32,479.09 ",,,,,,
113062,2014,Water And Power (DWP),,2802950368,Chemist,Full Time,,"$114,213.60 ","$26,198.95 ",$0.00 ,$0.00 ,,,,,,
71734,2014,Housing And Community Investment Department,3914,340301617,Accounting Clerk II,Full Time,$32.65 ,"$68,169.55 ","$15,508.60 ","$18,283.02 ","$15,671.16 ",,,,,,
111512,2014,Water And Power (DWP),,684725818,Senior Gardener,Full Time,,"$60,927.84 ","$17,471.28 ","$18,000.87 ","$20,017.40 ",,,,,,
104312,2014,Water And Power (DWP),,406481521,Electric Distribution Mechanic,Full Time,,"$126,804.24 ","$38,961.27 ","$40,691.56 ","$41,996.68 ",,,,,,
35762,2013,Public Works - Sanitation,7006,968227479,Senior Clerk Typist,Full Time,$29.35 ,"$61,273.14 ","$13,844.10 ","$16,151.45 ","$14,030.83 ",,,,,,
56016,2013,Water And Power (DWP),,2112236758,Watershed Resources Specialist,Full Time,,"$123,233.76 ","$33,051.20 ","$12,270.22 ",$0.00 ,,,,,,
