Row ID,Year,Department Title,Payroll Department,Record Number,Job Class Title,Employment Type,Hourly or Event Rate,Projected Annual Salary,Q1 Payments,Q2 Payments,Q3 Payments,,,,,,
117756,2015,Airports (LAWA),0101,1295727864,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ","$5,102.46 ","$5,847.66 ","$5,810.38 ",,,,,,
117759,2015,Airports (LAWA),0101,1868686050,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ","$5,169.36 ","$5,728.32 ","$5,802.88 ",,,,,,
54384,2013,Water And Power (DWP),,1038892055,Commercial Field Representative,Full Time,,"$77,047.20 ","$21,166.80 ","$20,844.00 ","$16,090.25 ",,,,,,
64011,2014,City Planning,4201,4135297146,Clerk Typist,Full Time,$25.04 ,"$52,279.87 ","$13,003.98 ","$16,203.67 ","$13,546.66 ",,,,,,
50642,2013,Water And Power (DWP),,2122471338,Electrical Craft Helper,Full Time,,"$74,875.68 ","$19,729.18 ","$26,820.11 ","$32,621.23 ",,,,,,
33728,2013,Public Works - Engineering,6201,402954046,Geographic Information Systems Specialist,Full Time,$35.96 ,"$75,084.48 ","$16,687.53 ","$19,380.21 ","$17,074.56 ",,,,,,
29764,2013,Police (LAPD),4302,553121066,Senior Property Officer,Full Time,$33.26 ,"$69,447.14 ","$16,941.27 ","$19,783.29 ","$16,749.20 ",,,,,,
90321,2014,Public Works - Sanitation,7007,2454612591,Machinist Supervisor II,Full Time,$52.43 ,"$109,475.15 ","$29,077.46 ","$29,383.96 ","$26,136.94 ",,,,,,
77001,2014,Police (LAPD),4301,1998868822,Police Sergeant I,Full Time,$54.75 ,"$114,318.00 ","$30,144.60 ","$31,456.48 ","$30,092.09 ",,,,,,
50195,2013,Water And Power (DWP),,1026261224,Electric Distribution Mechanic,Full Time,,"$94,127.04 ","$30,043.52 ","$30,465.67 ","$27,644.15 ",,,,,,
58315,2014,Airports (LAWA),0101,3192698980,Security Officer,Full Time,$29.05 ,"$60,663.45 ","$25,587.56 ","$26,769.13 ","$26,419.92 ",,,,,,
53801,2013,Water And Power (DWP),,4238900003,Meter Reader,Full Time,,"$69,634.80 ","$22,262.70 ","$23,948.52 ","$20,079.97 ",,,,,,
47182,2013,Water And Power (DWP),,1645008242,Electric Distribution Mechanic,Full Time,,"$120,623.76 ","$47,601.32 ","$49,889.01 ","$46,048.10 ",,,,,,
20702,2013,Police (LAPD),4301,3089560033,Police Detective III,Full Time,$56.66 ,"$118,306.08 ","$26,949.23 ","$31,408.00 ","$28,400.78 ",,,,,,
37875,2013,Public Works - Street Services,7402,3948744572,Street Services Investigator,Full Time,$37.56 ,"$78,415.10 ","$17,551.78 ","$18,104.53 ",$0.00 ,,,,,,
117776,2015,Airports (LAWA),0101,3159849711,Administrative Clerk,Part Time,$18.61 ,"$38,857.68 ",$0.00 ,"$8,933.73 ","$10,170.37 ",,,,,,
19741,2013,Police (LAPD),4301,3828953409,Police Lieutenant II,Full Time,$66.00 ,"$137,808.00 ","$31,590.12 ","$36,237.60 ","$32,761.80 ",,,,,,
2216,2013,Airports (LAWA),0101,3938784983,Senior Clerk Typist,Full Time,$29.35 ,"$61,273.14 ","$13,844.10 ","$17,081.60 ","$15,630.14 ",,,,,,
87380,2014,Police (LAPD),4302,4227326078,Security Officer,Full Time,$29.05 ,"$60,663.45 ","$14,223.92 ","$16,584.89 ","$14,215.62 ",,,,,,
21832,2013,Police (LAPD),4301,1919270215,Police Detective II,Full Time,$54.08 ,"$112,926.61 ","$25,364.32 ","$29,688.54 ","$26,807.16 ",,,,,,
101372,2014,Transportation (LADOT),8501,301296371,Transportation Engineering Associate III,Full Time,$50.79 ,"$106,049.52 ","$27,526.60 ","$34,153.91 ","$29,557.41 ",,,,,,
88859,2014,Police (LAPD),4301,3030230189,Police Detective II,Full Time,$56.03 ,"$117,000.30 ",$0.00 ,$0.00 ,$220.83 ,,,,,,
2865,2013,Airports (LAWA),0101,2030772534,Custodian - Airports,Full Time,$23.53 ,"$49,128.55 ","$13,743.60 ","$14,055.97 ","$10,859.23 ",,,,,,
34337,2013,Public Works - Sanitation,7004,2542400946,Wastewater Collection Supervisor,Full Time,$43.66 ,"$91,158.95 ","$23,322.08 ","$25,716.30 ","$25,077.86 ",,,,,,
95303,2014,Recreation And Parks,7901,930499923,Gardener Caretaker,Full Time,$26.42 ,"$55,173.05 ","$12,704.57 ","$14,797.37 ","$12,683.46 ",,,,,,
114032,2014,Zoo,8701,1000198958,Light Equipment Operator,Full Time,$31.85 ,"$66,505.67 ","$16,503.14 ","$19,277.08 ","$16,285.52 ",,,,,,
84232,2014,Police (LAPD),4301,1760982018,Police Officer II,Full Time,$43.62 ,"$91,078.56 ","$20,458.91 ","$24,427.20 ","$24,379.15 ",,,,,,
117812,2015,Airports (LAWA),0101,3146459851,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ",$0.00 ,"$2,263.68 ","$6,410.88 ",,,,,,
117813,2015,Airports (LAWA),0101,1130609173,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ","$3,698.36 ","$4,025.94 ","$3,925.94 ",,,,,,
117821,2015,Airports (LAWA),0101,3044686144,Student Professional Worker,Part Time,$15.41 ,"$32,176.08 ",$0.00 ,"$5,054.48 ","$5,917.44 ",,,,,,
50578,2013,Water And Power (DWP),,4271943478,Electric Distribution Mechanic,Full Time,,"$104,587.92 ","$25,137.62 ","$28,976.79 ","$24,824.55 ",,,,,,
91324,2014,Public Works - Sanitation,7031,89068233,Refuse Collection Truck Operator II,Full Time,$35.30 ,"$73,707.18 ","$20,603.74 ","$21,905.48 ","$18,070.24 ",,,,,,
31022,2013,Police (LAPD),4302,71253729,Senior Clerk Typist,Full Time,$29.35 ,"$61,273.14 ","$13,987.59 ","$16,457.24 ","$14,485.52 ",,,,,,
57484,2014,Airports (LAWA),0101,4017855023,Executive Assistant Airports,Full Time,$83.82 ,"$175,023.47 ","$39,786.59 ","$46,941.16 ","$40,235.28 ",,,,,,
65576,2014,Fire (LAFD),3001,2980451521,Engineer of Fire Department,Full Time,$37.96 ,"$79,250.79 ","$50,009.59 ","$49,807.70 ","$44,156.29 ",,,,,,
20818,2013,Police (LAPD),4301,4120807720,Police Detective I,Full Time,$53.60 ,"$111,914.19 ","$27,424.24 ","$33,207.96 ","$27,110.59 ",,,,,,
83117,2014,Police (LAPD),4301,3050438597,Police Officer II,Full Time,$47.11 ,"$98,365.68 ","$22,183.70 ","$26,381.60 ","$23,817.81 ",,,,,,
111457,2014,Water And Power (DWP),,1644780434,Commercial Service Representative,Full Time,,"$70,386.48 ","$16,733.86 ","$20,099.03 ","$20,359.54 ",,,,,,
78901,2014,Police (LAPD),4301,1823337078,Police Officer III,Full Time,$49.92 ,"$104,233.48 ","$22,306.57 ","$27,661.49 ","$30,689.48 ",,,,,,
95226,2014,Recreation And Parks,7901,1906293511,Gardener Caretaker,Full Time,$26.42 ,"$55,173.05 ","$14,032.37 ","$14,797.37 ","$12,683.46 ",,,,,,
105694,2014,Water And Power (DWP),,1643502100,Systems Programmer,Full Time,,"$128,599.92 ","$35,063.12 ","$35,481.87 ","$34,575.40 ",,,,,,
47275,2013,Water And Power (DWP),,3933190405,Risk Manager,Full Time,,"$169,754.40 ","$45,628.00 ","$45,678.00 ","$39,124.00 ",,,,,,
54840,2013,Water And Power (DWP),,2136957792,Aqueduct And Reservoir Keeper,Full Time,,"$78,654.96 ","$22,584.23 ","$14,208.16 ","$21,264.02 ",,,,,,
91868,2014,Public Works - Sanitation,7007,1378999189,Transitional Worker,Full Time,$31.27 ,"$65,285.24 ","$14,975.06 ","$17,048.91 ","$14,651.59 ",,,,,,
112808,2014,Water And Power (DWP),,3314411393,Carpenter,Full Time,,"$87,716.88 ",$0.00 ,$0.00 ,"$12,746.52 ",,,,,,
117841,2015,Airports (LAWA),0101,2909236469,Student Professional Worker,Part Time,$16.72 ,"$34,911.36 ","$2,257.20 ","$3,945.92 ","$5,668.08 ",,,,,,
89775,2014,Public Works - Engineering,6201,3785409490,Management Analyst II,Full Time,$42.87 ,"$89,512.56 ","$20,330.40 ","$23,668.80 ","$20,695.20 ",,,,,,
103297,2014,Water And Power (DWP),,708479082,Senior Load Dispatcher,Full Time,,"$183,138.48 ","$65,348.41 ","$81,484.95 ","$71,791.78 ",,,,,,
35638,2013,Public Works - Sanitation,7011,3113255130,Maintenance Laborer,Full Time,$27.68 ,"$57,804.98 ","$14,826.63 ","$16,892.40 ","$14,674.17 ",,,,,,
82794,2014,Police (LAPD),4301,2198612089,Police Officer II,Full Time,$44.04 ,"$91,955.52 ","$24,792.34 ","$24,789.03 ","$22,981.55 ",,,,,,
15606,2013,Information Technology Agency,2701,2025609841,Programmer Analyst III,Full Time,$46.70 ,"$97,509.60 ","$21,768.00 ","$25,340.00 ","$22,348.00 ",,,,,,
20527,2013,Police (LAPD),4301,1661080308,Police Lieutenant I,Full Time,$60.98 ,"$127,326.24 ","$27,077.70 ","$31,707.20 ","$28,745.48 ",,,,,,
15000,2013,Housing And Community Investment Department,3906,3584774391,Housing Inspector,Full Time,$38.07 ,"$79,490.16 ","$18,502.46 ","$21,648.81 ","$18,616.68 ",,,,,,
74955,2014,Personnel,2001,1491947984,Personnel Analyst II,Full Time,$42.87 ,"$89,512.56 ","$20,180.40 ","$23,518.80 ","$20,545.20 ",,,,,,
21757,2013,Police (LAPD),4301,685312860,Police Detective II,Full Time,$53.16 ,"$110,998.08 ","$27,249.70 ","$29,181.60 ","$26,545.80 ",,,,,,
101557,2014,Transportation (LADOT),8501,488265810,Assistant Signal Systems Electrician,Full Time,$34.42 ,"$71,878.88 ","$14,116.51 ","$23,616.38 ","$30,210.28 ",,,,,,
89885,2014,Public Works - Engineering,6201,725357681,Environmental Specialist II,Full Time,$36.70 ,"$76,629.60 ","$16,429.01 ","$18,112.62 ","$16,970.82 ",,,,,,
117864,2015,Airports (LAWA),0101,2238226640,Student Professional Worker,Part Time,$15.41 ,"$32,176.08 ","$2,912.49 ","$3,575.12 ","$4,206.93 ",,,,,,
117865,2015,Airports (LAWA),0101,3995763871,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ","$6,018.63 ","$4,615.49 ",$0.00 ,,,,,,
76862,2014,Police (LAPD),4301,101197902,Police Sergeant I,Full Time,$57.29 ,"$119,623.61 ","$30,997.72 ","$32,598.58 ","$30,443.93 ",,,,,,
89827,2014,Public Works - Engineering,6201,927724800,Mechanical Engineering Associate II,Full Time,$45.60 ,"$95,212.80 ","$19,424.18 ","$22,794.80 ","$19,903.20 ",,,,,,
38499,2013,Recreation And Parks,7901,3236583242,Recreation Coordinator,Full Time,$30.76 ,"$64,236.80 ","$14,681.19 ","$17,062.92 ","$14,815.41 ",,,,,,
87105,2014,Police (LAPD),4301,2589336591,Police Officer I,Full Time,$35.14 ,"$73,372.32 ","$13,158.60 ","$15,758.40 ","$14,503.36 ",,,,,,
55576,2013,Water And Power (DWP),,2740326572,Systems Analyst,Full Time,,"$99,054.72 ","$24,718.80 ","$26,666.40 ","$11,410.60 ",,,,,,
67760,2014,Fire (LAFD),3001,3411253156,Firefighter III,Full Time,$31.67 ,"$66,118.76 ","$31,370.59 ","$32,094.06 ","$26,550.18 ",,,,,,
60163,2014,Airports (LAWA),0101,765246087,Custodian - Airports,Full Time,$24.79 ,"$51,758.39 ","$13,112.37 ","$14,179.02 ","$12,493.40 ",,,,,,
13042,2013,General Services,3361,2854752666,Custodian,Full Time,$19.71 ,"$41,149.26 ","$9,942.84 ","$12,910.35 ","$10,415.52 ",,,,,,
112083,2014,Water And Power (DWP),,2180954421,Maintenance Construction Helper,Full Time,,"$74,875.68 ","$25,015.12 ","$23,523.48 ","$17,757.87 ",,,,,,
49990,2013,Water And Power (DWP),,4171469982,Construction Electrical Mechanic,Full Time,,"$80,596.80 ","$27,585.85 ","$33,484.85 ","$28,289.26 ",,,,,,
18377,2013,Office of Finance,8603,3230643181,Clerk Typist,Full Time,$23.77 ,"$49,623.67 ","$4,764.45 ","$11,144.13 ","$10,733.17 ",,,,,,
81559,2014,Police (LAPD),4301,1182548960,Police Officer III,Full Time,$49.61 ,"$103,585.68 ","$23,386.00 ","$27,781.60 ","$25,017.80 ",,,,,,
103039,2014,Transportation (LADOT),8502,1718880064,Crossing Guard,Part Time,$15.86 ,"$33,115.68 ","$2,861.14 ","$4,026.85 ","$1,906.37 ",,,,,,
117881,2015,Airports (LAWA),0101,3793584337,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ",$0.00 ,$0.00 ,"$4,786.56 ",,,,,,
117882,2015,Airports (LAWA),0101,2388993903,Student Professional Worker,Part Time,$15.41 ,"$32,176.08 ",$0.00 ,"$1,325.26 ","$5,116.12 ",,,,,,
5476,2013,City Attorney,1204,3117566205,City Attorney Administrative Coordinator II,Full Time,$41.73 ,"$87,132.24 ","$20,032.80 ","$23,371.60 ","$20,280.80 ",,,,,,
70715,2014,Harbor (Port of LA),3201,3576035968,Management Analyst II,Full Time,$42.87 ,"$89,512.56 ","$20,030.40 ","$23,368.80 ","$20,395.20 ",,,,,,
51109,2013,Water And Power (DWP),,337562008,Electric Distribution Mechanic,Full Time,,"$94,127.04 ","$25,238.40 ","$28,144.68 ","$22,503.65 ",,,,,,
1971,2013,Airports (LAWA),0101,612919305,Cement Finisher Worker,Full Time,$29.49 ,"$61,573.55 ","$16,857.10 ","$17,974.11 ","$15,495.65 ",,,,,,
111373,2014,Water And Power (DWP),,2702993664,Management Analyst,Full Time,,"$79,740.72 ","$17,562.91 ","$20,119.67 ","$20,263.31 ",,,,,,
92478,2014,Public Works - Sanitation,7004,170205596,Wastewater Collection Worker II,Full Time,$33.81 ,"$70,596.06 ","$19,870.92 ","$11,325.04 ",$0.00 ,,,,,,
65936,2014,Fire (LAFD),3001,2822434908,Firefighter III,Full Time,$36.39 ,"$75,977.10 ","$46,015.58 ","$52,233.91 ","$37,301.08 ",,,,,,
58971,2014,Airports (LAWA),0101,3094545846,Heavy Duty Equipment Mechanic,Full Time,$40.24 ,"$84,013.81 ","$20,905.66 ","$23,093.73 ","$19,823.80 ",,,,,,
83332,2014,Police (LAPD),4301,1368527033,Police Officer II,Full Time,$43.62 ,"$91,078.56 ","$24,049.14 ","$24,427.20 ","$23,539.47 ",,,,,,
45335,2013,Transportation (LADOT),8501,2569828927,Cement Finisher,Full Time,$34.30 ,"$71,614.22 ","$19,461.72 ","$22,191.09 ","$18,447.68 ",,,,,,
11346,2013,Fire (LAFD),3001,3196285856,Engineer of Fire Department,Full Time,$36.29 ,"$75,775.76 ","$22,632.98 ","$28,147.00 ","$24,526.10 ",,,,,,
117894,2015,Airports (LAWA),0101,3774696838,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ",$0.00 ,$0.00 ,"$3,110.40 ",,,,,,
117897,2015,Airports (LAWA),0101,3510807510,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
26660,2013,Police (LAPD),4301,3750878742,Police Officer II,Full Time,$45.05 ,"$94,064.40 ","$20,776.44 ","$24,326.40 ","$21,923.64 ",,,,,,
101872,2014,Transportation (LADOT),8501,765155427,Senior Traffic Supervisor II,Full Time,$40.12 ,"$83,765.34 ","$19,425.72 ","$22,745.80 ","$19,464.31 ",,,,,,
79993,2014,Police (LAPD),4302,3780548168,Senior Police Service Representative II,Full Time,$54.98 ,"$114,790.67 ","$26,032.49 ","$28,684.58 ","$25,189.93 ",,,,,,
85727,2014,Police (LAPD),4301,3655334916,Police Officer II,Full Time,$44.04 ,"$91,955.52 ","$20,474.58 ","$18,718.48 ","$15,433.91 ",,,,,,
45225,2013,Transportation (LADOT),8501,1361858845,Senior Traffic Supervisor I,Full Time,$33.94 ,"$70,863.33 ","$19,220.91 ","$24,190.50 ","$22,421.29 ",,,,,,
53875,2013,Water And Power (DWP),,950563376,Maintenance Construction Helper,Full Time,,"$66,962.16 ","$19,001.54 ","$18,748.88 ","$15,523.86 ",,,,,,
49303,2013,Water And Power (DWP),,2899185692,Electrical Mechanic,Full Time,,"$101,998.80 ","$34,317.95 ","$36,290.21 ","$28,442.17 ",,,,,,
724,2013,Airports (LAWA),0101,4147334526,Communications Electrician Supervisor,Full Time,$45.07 ,"$94,098.07 ","$26,284.02 ","$27,595.48 ","$25,064.89 ",,,,,,
72377,2014,Information Technology Agency,8301,2939877825,Video Technician II,Full Time,$37.49 ,"$78,279.12 ","$17,510.40 ","$20,432.80 ","$17,915.20 ",,,,,,
53093,2013,Water And Power (DWP),,3481420011,Water Utility Worker,Full Time,,"$78,383.52 ","$23,016.94 ","$24,810.71 ","$19,440.64 ",,,,,,
3994,2013,Animal Services,0201,2821185912,Animal Control Officer II,Full Time,$30.99 ,"$64,705.82 ","$1,019.56 ",$699.10 ,"$6,653.58 ",,,,,,
117907,2015,Airports (LAWA),0101,3454258923,Airport Guide I,Part Time,$19.67 ,"$41,070.96 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
117913,2015,Airports (LAWA),0101,293942982,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
91975,2014,Public Works - Sanitation,7007,2881971744,Custodian,Full Time,$21.90 ,"$45,736.07 ","$14,114.27 ","$16,252.71 ","$14,803.94 ",,,,,,
69527,2014,General Services,3351,3020274082,Garage Attendant,Full Time,$27.61 ,"$57,659.34 ","$14,920.20 ","$15,505.61 ","$13,627.82 ",,,,,,
6923,2013,City Employees Retirement System (LACERS),1801,2274775405,Benefits Specialist,Full Time,$32.92 ,"$68,736.96 ","$15,456.96 ","$17,791.92 ","$17,686.20 ",,,,,,
62383,2014,City Administrative Officer (CAO),0801,740613931,Senior Administrative Analyst I,Full Time,$45.37 ,"$94,732.56 ","$21,735.60 ","$25,557.20 ","$21,927.60 ",,,,,,
77349,2014,Police (LAPD),4302,1108361150,Supervising Criminalist,Full Time,$60.10 ,"$125,488.80 ","$29,019.00 ","$33,830.50 ","$29,019.00 ",,,,,,
83125,2014,Police (LAPD),4301,1229057966,Police Officer II,Full Time,$44.04 ,"$91,955.52 ","$24,253.39 ","$24,662.40 ","$23,784.87 ",,,,,,
31907,2013,Police (LAPD),4302,479066731,Clerk Typist,Full Time,$23.77 ,"$49,623.67 ","$11,210.46 ","$13,078.87 ","$11,374.86 ",,,,,,
3933,2013,Animal Services,0201,2371620624,Clerk Typist,Full Time,$24.42 ,"$50,988.44 ","$11,023.62 ","$12,965.02 ","$11,181.45 ",,,,,,
20196,2013,Police (LAPD),4301,1681826808,Police Detective III,Full Time,$59.83 ,"$124,925.04 ","$28,055.20 ","$33,498.10 ","$30,845.42 ",,,,,,
65315,2014,Fire (LAFD),3001,2136023389,Fire Captain I,Full Time,$60.44 ,"$126,188.28 ","$50,162.84 ","$68,976.35 ","$49,586.47 ",,,,,,
50011,2013,Water And Power (DWP),,2689561775,Electrical Engineering Associate,Full Time,,"$114,213.60 ","$30,071.48 ","$32,182.89 ","$28,564.56 ",,,,,,
110193,2014,Water And Power (DWP),,3800419282,Senior Computer Operator,Full Time,,"$84,856.32 ","$18,468.19 ","$23,155.48 ","$23,941.24 ",,,,,,
100471,2014,Recreation And Parks,7903,2743921726,Locker Room Attendant,Part Time,$13.91 ,"$29,044.08 ",$0.00 ,$169.70 ,"$1,539.85 ",,,,,,
117921,2015,Airports (LAWA),0101,3613159230,Airport Guide I,Part Time,$18.64 ,"$38,920.32 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
117924,2015,Airports (LAWA),0101,1228851640,Student Professional Worker,Part Time,$15.41 ,"$32,176.08 ","$3,128.24 ","$3,544.31 ",$970.83 ,,,,,,
25839,2013,Police (LAPD),4301,1685888080,Police Officer II,Full Time,$43.91 ,"$91,684.08 ","$21,254.94 ","$24,798.14 ","$21,911.60 ",,,,,,
5765,2013,City Attorney,1201,2491326505,Senior Legal Clerk II,Full Time,$30.87 ,"$64,448.47 ","$13,418.34 ","$15,602.23 ","$13,610.69 ",,,,,,
21863,2013,Police (LAPD),4301,3431170590,Police Detective II,Full Time,$53.68 ,"$112,083.84 ","$25,175.21 ","$30,295.97 ","$26,490.60 ",,,,,,
59196,2014,Airports (LAWA),0101,28006494,Construction Inspector,Full Time,$47.72 ,"$99,634.66 ","$26,822.31 ","$52,425.91 ",$0.00 ,,,,,,
105722,2014,Water And Power (DWP),,4246742088,Electric Distribution Mechanic,Full Time,,"$104,587.92 ","$29,648.15 ","$35,643.81 ","$35,783.99 ",,,,,,
13164,2013,General Services,3361,2201356662,Custodian,Full Time,$20.25 ,"$42,280.96 ","$9,842.53 ","$11,319.56 ","$9,839.08 ",,,,,,
30220,2013,Police (LAPD),4302,3911806496,Secretary,Full Time,$31.89 ,"$66,593.89 ","$15,147.52 ","$17,705.44 ","$15,415.37 ",,,,,,
3539,2013,Airports (LAWA),0101,850687286,Airport Police Officer I,Full Time,$24.40 ,"$50,947.20 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
82728,2014,Police (LAPD),4301,1405953754,Police Officer II,Full Time,$44.89 ,"$93,730.32 ","$26,039.99 ","$25,138.40 ","$23,452.04 ",,,,,,
34467,2013,Public Works - Sanitation,7007,1987686178,Wastewater Treatment Mechanic II,Full Time,$43.26 ,"$90,320.09 ","$21,667.69 ","$24,958.69 ","$21,721.71 ",,,,,,
76302,2014,Police (LAPD),4301,2981390893,Police Detective III,Full Time,$61.02 ,"$127,409.76 ","$32,238.90 ","$34,171.20 ","$34,342.94 ",,,,,,
100723,2014,Recreation And Parks,7903,1414897957,Recreation Assistant,Part Time,$14.39 ,"$30,046.32 ",$0.00 ,$0.00 ,$359.75 ,,,,,,
117931,2015,Airports (LAWA),0101,849025809,Bus Operator,Part Time,$25.92 ,"$54,123.83 ",$0.00 ,$0.00 ,"$1,036.86 ",,,,,,
36319,2013,Public Works - Sanitation,7004,555841197,Wastewater Collection Worker I,Full Time,$22.99 ,"$47,999.99 ",$0.00 ,"$1,712.80 ","$10,884.28 ",,,,,,
5889,2013,City Clerk,1603,4271692105,Management Analyst II,Full Time,$41.73 ,"$87,132.24 ","$24,254.91 ","$31,644.42 ","$20,481.56 ",,,,,,
113276,2014,Water And Power (DWP),,1716556271,Machinist,Full Time,,"$101,998.80 ","$17,879.47 ",$0.00 ,$0.00 ,,,,,,
109768,2014,Water And Power (DWP),,252958747,Heavy Duty Equipment Mechanic,Full Time,,"$90,598.32 ","$15,585.03 ","$28,091.69 ","$23,801.79 ",,,,,,
11137,2013,Fire (LAFD),3001,1038135179,Engineer of Fire Department,Full Time,$35.26 ,"$73,628.10 ","$24,940.79 ","$30,885.69 ","$23,839.38 ",,,,,,
28352,2013,Police (LAPD),4301,3649671864,Police Officer II,Full Time,$42.77 ,"$89,303.76 ","$18,992.92 ","$22,809.21 ","$20,330.61 ",,,,,,
71637,2014,Housing And Community Investment Department,3921,3514704769,Management Analyst II,Full Time,$41.73 ,"$87,132.24 ","$18,974.40 ","$22,482.40 ","$19,951.20 ",,,,,,
60322,2014,Airports (LAWA),0101,3765245078,Clerk Typist,Full Time,$25.04 ,"$52,279.87 ","$11,893.05 ","$14,021.42 ","$12,393.93 ",,,,,,
69403,2014,General Services,3381,246460917,Storekeeper II,Full Time,$30.92 ,"$64,553.13 ","$16,224.15 ","$18,493.49 ","$15,519.96 ",,,,,,
111629,2014,Water And Power (DWP),,4045827082,Commercial Service Representative,Full Time,,"$70,386.48 ","$18,096.42 ","$19,027.60 ","$18,982.60 ",,,,,,
22331,2013,Police (LAPD),4301,1434015735,Police Detective I,Full Time,$52.21 ,"$109,023.62 ","$24,526.29 ","$29,003.70 ","$26,659.82 ",,,,,,
117940,2015,Airports (LAWA),0101,595340779,Bus Operator,Part Time,$25.92 ,"$54,123.83 ",$0.00 ,$0.00 ,"$1,036.86 ",,,,,,
117943,2015,Airports (LAWA),0101,3566749454,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ",$0.00 ,$0.00 ,"$7,050.24 ",,,,,,
117944,2015,Airports (LAWA),0101,3479274111,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ",$0.00 ,"$1,105.92 ","$5,857.92 ",,,,,,
117947,2015,Airports (LAWA),0101,2917854136,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ",$0.00 ,$0.00 ,$915.84 ,,,,,,
36708,2013,Public Works - Sanitation,7030,153475450,Transitional Worker,Full Time,$27.32 ,"$57,046.77 ",$0.00 ,"$1,329.00 ",$0.00 ,,,,,,
51025,2013,Water And Power (DWP),,1492458556,Construction Electrical Helper,Full Time,,"$60,447.60 ","$25,824.82 ","$34,167.33 ","$29,287.88 ",,,,,,
90925,2014,Public Works - Sanitation,7030,578340953,Environmental Specialist II,Full Time,$45.60 ,"$95,212.80 ","$21,243.60 ","$23,979.60 ","$20,331.60 ",,,,,,
30744,2013,Police (LAPD),4302,1763380939,Senior Clerk Typist,Full Time,$29.35 ,"$61,273.14 ","$13,994.10 ","$16,301.45 ","$15,370.00 ",,,,,,
46864,2013,Water And Power (DWP),,4251700660,Assistant General Manager Water and Power,Full Time,,"$235,401.12 ","$53,877.44 ","$63,184.40 ","$54,115.20 ",,,,,,
57980,2014,Airports (LAWA),0101,2603562146,Airport Police Officer III,Full Time,$48.96 ,"$102,228.48 ","$28,296.85 ","$32,035.60 ","$28,028.42 ",,,,,,
62129,2014,Building and Safety,0404,4148003038,Clerk Typist,Full Time,$23.13 ,"$48,295.44 ","$10,895.78 ","$13,628.30 ","$11,640.53 ",,,,,,
52990,2013,Water And Power (DWP),,2581309300,Commercial Service Representative,Full Time,,"$70,386.48 ","$20,615.23 ","$24,050.73 ","$21,545.18 ",,,,,,
10017,2013,Fire (LAFD),3001,4233098754,Engineer of Fire Department,Full Time,$36.29 ,"$75,775.76 ","$28,093.64 ","$41,531.93 ","$33,796.16 ",,,,,,
117963,2015,Airports (LAWA),0101,2477412321,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ","$5,114.88 ","$1,313.28 ",$0.00 ,,,,,,
117965,2015,Airports (LAWA),0101,2851451001,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ",$0.00 ,"$1,330.56 ","$4,976.64 ",,,,,,
117966,2015,Airports (LAWA),0101,1135914523,Bus Operator,Part Time,$25.92 ,"$54,123.83 ",$0.00 ,$0.00 ,$0.00 ,,,,,,
117976,2015,Airports (LAWA),0101,365308869,Community and Administrative Support Worker III,Part Time,$17.28 ,"$36,080.64 ",$0.00 ,$0.00 ,"$1,097.28 ",,,,,,
228468,2016,Airports (LAWA),0101,3527650273,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$18,328.80 ","$15,710.40 ",$0.00 ,,,,,,
228469,2016,Airports (LAWA),0101,2130826844,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$19,310.70 ","$15,710.40 ",$0.00 ,,,,,,
228470,2016,Airports (LAWA),0101,307004764,Accounting Clerk,Full Time,$32.73 ,"$68,340.24 ","$19,472.71 ","$17,006.50 ",$0.00 ,,,,,,
58446,2014,Airports (LAWA),0101,2121424009,Construction Inspector,Full Time,$45.23 ,"$94,440.24 ","$25,855.43 ","$27,475.51 ","$22,608.54 ",,,,,,
70785,2014,Harbor (Port of LA),3201,2193930947,Management Analyst II,Full Time,$42.87 ,"$89,512.56 ","$18,042.36 ","$21,213.84 ","$18,370.68 ",,,,,,
22056,2013,Police (LAPD),4301,1774007975,Police Sergeant I,Full Time,$53.68 ,"$112,083.84 ","$25,175.20 ","$29,467.20 ","$26,608.52 ",,,,,,
